"会話ID","name","text","charId","演出備考"
"THUNDER_VELD_OVERPOWER","聖騎士ヴェルド","救いに全員の席があると思うな。
選ばぬ者は、泣き声ごと門の外へ積み上げるしかない。","","種別=会話; 行=2/7; 参照=thunder_veld_forced_loss:actions[0]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[0]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_OVERPOWER","聖騎士ヴェルド","お前達は手を伸ばしすぎる。
掴めぬ指に縋られて、共に沈むだけだ。","","種別=会話; 行=3/7; 参照=thunder_veld_forced_loss:actions[0]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[0]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_OVERPOWER","聖騎士ヴェルド","救えぬ者を見捨てられぬなら、
お前達ごと消えろ。光の邪魔だ。","","種別=会話; 行=4/7; 参照=thunder_veld_forced_loss:actions[0]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[0]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_OVERPOWER","システム","ヴェルドから強大な光の魔力が放たれる…！","","種別=会話; 行=5/7; 参照=thunder_veld_forced_loss:actions[0]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[0]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_OVERPOWER","システム","圧倒的な光の奔流につつまれ、意識が途切れた…","","種別=会話; 行=6/7; 参照=thunder_veld_forced_loss:actions[0]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[0]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_OVERPOWER","演出","","","種別=会話内演出; 行=7/7; 行内コード={type:""FIELD_CUTSCENE"",value:""VELD_OVERPOWER_CLEANUP"",commands:[{op:""WAIT"",ms:80}]}; 参照=thunder_veld_forced_loss:actions[0]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[0]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","ジョセフ","……生きてるな。ヴェルドは追ってこなかった。どうにか助かったな","101","種別=会話; 行=1/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","サラ","どうして私たち、助かったのでしょうか…ここは…？私たちの村の前？","110","種別=会話; 行=2/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","ガイル","何が何だかサッパリだけど、負けたんだな、俺たち。守るとか言って、口ばっかりだ、俺。","109","種別=会話; 行=3/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","サラ","[N:109]…","110","種別=会話; 行=4/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","ジョセフ","…レナードのやつは…最期、大灯台へ行けって言ってたな。結界、か。","101","種別=会話; 行=5/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","ジョセフ","よし、善は急げだ。ヴェルドのやろうの力は底が知れないが…ひとまずは大灯台へ向かおうぜ。","101","種別=会話; 行=6/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","ジョセフ","おっと、最後にチラッと見えたが…雷の要塞の東門も開いてるはずだ。","101","種別=会話; 行=7/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"THUNDER_VELD_LOSS","ジョセフ","結界を破ったら、そこから神殿へ向かうことにしようぜ。","101","種別=会話; 行=8/8; 参照=thunder_veld_forced_loss:actions[2]; event=thunder_veld_forced_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""結界を解くため、大灯台へ向かおう。"")] || 参照=thunder_veld_loss:actions[2]; event=thunder_veld_loss; meta={restartOnResume=true,skipAutoPostBattleBossSprite=true}; actions=[CONV(value=""THUNDER_VELD_OVERPOWER"") -> STORY_DEFEAT(log=""圧倒的な光の奔流に呑まれ、パーティは全滅した……。"",normalWipeout=true,cleanupFieldVisualOnBlackout=true,removeFieldVisualIds=[""field-visual-veld-overpower""]) -> CONV(value=""THUNDER_VELD_LOSS"") -> ALLY(value=101) -> FLAG(key=""thunderFortCleared"") -> STEP(value=6) -> SUB(value=0) -> LOG(value=""ジョセフが同行した。大灯台へ向かおう。"")]"
"POST_THUNDER_FORT_BASE_1","解放兵","要塞に人の声が戻った。
まだ信じられないよ。","1002","種別=会話; 行=1/2; 参照=post_thunder_fort_base_1:actions[0]; event=post_thunder_fort_base_1; actions=[CONV(value=""POST_THUNDER_FORT_BASE_1"")]"
"POST_THUNDER_FORT_BASE_1","解放兵","レナード様の刃も、
ジョセフ様の盾も本物だった。","1002","種別=会話; 行=2/2; 参照=post_thunder_fort_base_1:actions[0]; event=post_thunder_fort_base_1; actions=[CONV(value=""POST_THUNDER_FORT_BASE_1"")]"
"QUEST_SOPHIA_ALAN_ENCOUNTER","ソフィア","祭壇の流れが逆向きだ。
来るよ、足場から離れないで。","","種別=会話; 行=1/2; 参照=quest_sophia_alan_encounter:actions[0]; event=quest_sophia_alan_encounter; actions=[CONV(value=""QUEST_SOPHIA_ALAN_ENCOUNTER"") -> BOSS(value=[302208,302202],winEventId=""quest_sophia_alan_clear"")]"
"QUEST_SOPHIA_ALAN_ENCOUNTER","アラン","正面は私が受けます。
ソフィア、流れを読むのは任せた。","","種別=会話; 行=2/2; 参照=quest_sophia_alan_encounter:actions[0]; event=quest_sophia_alan_encounter; actions=[CONV(value=""QUEST_SOPHIA_ALAN_ENCOUNTER"") -> BOSS(value=[302208,302202],winEventId=""quest_sophia_alan_clear"")]"
"QUEST_SOPHIA_ALAN_CLEAR","ソフィア","禁じられた水路ほど、
先を覗きたくなるものさ。","","種別=会話; 行=1/3; 参照=quest_sophia_alan_clear:actions[0]; event=quest_sophia_alan_clear; actions=[CONV(value=""QUEST_SOPHIA_ALAN_CLEAR"")]"
"QUEST_SOPHIA_ALAN_CLEAR","アラン","あなたは覗くだけでは済まない。
私が止め役になります。","","種別=会話; 行=2/3; 参照=quest_sophia_alan_clear:actions[0]; event=quest_sophia_alan_clear; actions=[CONV(value=""QUEST_SOPHIA_ALAN_CLEAR"")]"
"QUEST_SOPHIA_ALAN_CLEAR","ソフィア","決まりだね。
未知の続きは、この一行で見る。","","種別=会話; 行=3/3; 参照=quest_sophia_alan_clear:actions[0]; event=quest_sophia_alan_clear; actions=[CONV(value=""QUEST_SOPHIA_ALAN_CLEAR"")]"
"QUEST_HAYATE_START","ハヤテ","アランが認めた旅人ってのは、
あんたか。","","種別=会話; 行=1/4; 参照=quest_hayate_start:actions[0]; event=quest_hayate_start; actions=[CONV(value=""QUEST_HAYATE_START"")]"
"QUEST_HAYATE_START","ハヤテ","近海にアクアウィスプとバンパイアが出てる。
合わせて六体。荷運びが止まった。","","種別=会話; 行=2/4; 参照=quest_hayate_start:actions[0]; event=quest_hayate_start; actions=[CONV(value=""QUEST_HAYATE_START"")]"
"QUEST_HAYATE_START","ハヤテ","速さは逃げるためじゃない。
困ってる奴のところへ、誰より先に着くためだ。","","種別=会話; 行=3/4; 参照=quest_hayate_start:actions[0]; event=quest_hayate_start; actions=[CONV(value=""QUEST_HAYATE_START"")]"
"QUEST_HAYATE_START","ハヤテ","どっちが先に片づける？
海風が寝ちまう前にな。","","種別=会話; 行=4/4; 参照=quest_hayate_start:actions[0]; event=quest_hayate_start; actions=[CONV(value=""QUEST_HAYATE_START"")]"
"QUEST_HAYATE_REPORT","ハヤテ","俺が着いた時には、
最後の一匹が倒れてた。","","種別=会話; 行=1/2; 参照=quest_hayate_report:actions[0]; event=quest_hayate_report; actions=[CONV(value=""QUEST_HAYATE_REPORT"")]"
"QUEST_HAYATE_REPORT","ハヤテ","負けたままじゃ眠れない。
旅の先で、もう一度勝負だ。","","種別=会話; 行=2/2; 参照=quest_hayate_report:actions[0]; event=quest_hayate_report; actions=[CONV(value=""QUEST_HAYATE_REPORT"")]"
"QUEST_SYLVIA_START","シルビア","ジョセフ様の盾は、
退く者まで守ったと聞きます。","","種別=会話; 行=1/4; 参照=quest_sylvia_start:actions[0]; event=quest_sylvia_start; actions=[CONV(value=""QUEST_SYLVIA_START"")]"
"QUEST_SYLVIA_START","シルビア","けれど水上都市の外縁には今も、
帰れない荷車が残っています。","","種別=会話; 行=2/4; 参照=quest_sylvia_start:actions[0]; event=quest_sylvia_start; actions=[CONV(value=""QUEST_SYLVIA_START"")]"
"QUEST_SYLVIA_START","シルビア","ウィスプナイトとバンパイアを
合計五体。護衛を手伝ってください。","","種別=会話; 行=3/4; 参照=quest_sylvia_start:actions[0]; event=quest_sylvia_start; actions=[CONV(value=""QUEST_SYLVIA_START"")]"
"QUEST_SYLVIA_START","シルビア","私も槍を置く気はありません。
荷台の灯を、門まで戻します。","","種別=会話; 行=4/4; 参照=quest_sylvia_start:actions[0]; event=quest_sylvia_start; actions=[CONV(value=""QUEST_SYLVIA_START"")]"
"QUEST_SYLVIA_REPORT","シルビア","荷車が三台、門を越えました。
泣いていた御者まで笑って。","","種別=会話; 行=1/2; 参照=quest_sylvia_report:actions[0]; event=quest_sylvia_report; actions=[CONV(value=""QUEST_SYLVIA_REPORT"")]"
"QUEST_SYLVIA_REPORT","シルビア","守るだけでは届かない場所へ、
今度は私も進みます。","","種別=会話; 行=2/2; 参照=quest_sylvia_report:actions[0]; event=quest_sylvia_report; actions=[CONV(value=""QUEST_SYLVIA_REPORT"")]"
"LOCKED_BIG_TOWER","ジョセフ","灯台の上から嫌な匂いがする。
ただ、今はまだ何を壊せばいいか分からねえ。","101","種別=会話; 行=1/2; 参照=locked_big_tower:actions[0]; event=locked_big_tower; actions=[CONV(value=""LOCKED_BIG_TOWER"")]"
"LOCKED_BIG_TOWER","ジョセフ","先に雷の要塞だ。あそこで何が起きているか掴めば、大灯台の意味も見えてくるはずだ。","101","種別=会話; 行=2/2; 参照=locked_big_tower:actions[0]; event=locked_big_tower; actions=[CONV(value=""LOCKED_BIG_TOWER"")]"
"LIGHTHOUSE_MIDBOSS_ENCOUNTER","ヘルクラッシャー","灯ヲ消ス侵入者ドモ。ココデ散レ。","","種別=会話; 行=1/2; 参照=big_tower_midboss_encounter:actions[0]; event=big_tower_midboss_encounter; actions=[CONV(value=""LIGHTHOUSE_MIDBOSS_ENCOUNTER"") -> BOSS(value=[301060,301062],keyRewardColor=""gold"",winEventId=""big_tower_midboss_clear"")]"
"LIGHTHOUSE_MIDBOSS_ENCOUNTER","デモンキャット","魔界ノ呪イデノタウチ回レ。","","種別=会話; 行=2/2; 参照=big_tower_midboss_encounter:actions[0]; event=big_tower_midboss_encounter; actions=[CONV(value=""LIGHTHOUSE_MIDBOSS_ENCOUNTER"") -> BOSS(value=[301060,301062],keyRewardColor=""gold"",winEventId=""big_tower_midboss_clear"")]"
"LIGHTHOUSE_MIDBOSS_CLEAR","エリーゼ","金色の鍵……これで上層の扉が開くはずです。","106","種別=会話; 行=1/1; 参照=big_tower_midboss_clear:actions[0]; event=big_tower_midboss_clear; actions=[CONV(value=""LIGHTHOUSE_MIDBOSS_CLEAR"")]"
"LIGHTHOUSE_LILITH_ENCOUNTER","システム","大灯台の最上階。灯火の代わりに、黒い魔術結界が空へ伸びている。","","種別=会話; 行=1/6; 参照=big_tower_lilith_encounter:actions[0]; event=big_tower_lilith_encounter; actions=[CONV(value=""LIGHTHOUSE_LILITH_ENCOUNTER"") -> BOSS(value=301061,winEventId=""big_tower_clear"")]"
"LIGHTHOUSE_LILITH_ENCOUNTER","常闇のリリス","ここまで登ってくるなんて。はぁ、ヴェルドもやきがまわったわね。","","種別=会話; 行=2/6; 参照=big_tower_lilith_encounter:actions[0]; event=big_tower_lilith_encounter; actions=[CONV(value=""LIGHTHOUSE_LILITH_ENCOUNTER"") -> BOSS(value=301061,winEventId=""big_tower_clear"")]"
"LIGHTHOUSE_LILITH_ENCOUNTER","エリーゼ","なんて恐ろしい魔力…風が苦しく泣いています。","106","種別=会話; 行=3/6; 参照=big_tower_lilith_encounter:actions[0]; event=big_tower_lilith_encounter; actions=[CONV(value=""LIGHTHOUSE_LILITH_ENCOUNTER"") -> BOSS(value=301061,winEventId=""big_tower_clear"")]"
"LIGHTHOUSE_LILITH_ENCOUNTER","ジョセフ","誰だか知らねーが、サクッとその結界、壊させてもらうぜ。","101","種別=会話; 行=4/6; 参照=big_tower_lilith_encounter:actions[0]; event=big_tower_lilith_encounter; actions=[CONV(value=""LIGHTHOUSE_LILITH_ENCOUNTER"") -> BOSS(value=301061,winEventId=""big_tower_clear"")]"
"LIGHTHOUSE_LILITH_ENCOUNTER","常闇のリリス","…身の程をわきまえなさい。そして思い知りなさい。","","種別=会話; 行=5/6; 参照=big_tower_lilith_encounter:actions[0]; event=big_tower_lilith_encounter; actions=[CONV(value=""LIGHTHOUSE_LILITH_ENCOUNTER"") -> BOSS(value=301061,winEventId=""big_tower_clear"")]"
